[0, 0, 1]:%:%:%: that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D
[0, 0, 1]:%:%:%:is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!
[0, 0, 1]:%:%:%:@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds
[0, 0, 1]:%:%:%:my whole body feels itchy and like its on fire 
[0, 0, 1]:%:%:%: it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. 
[0, 0, 1]:%:%:%:@Kwesidei not the whole crew 
[0, 0, 1]:%:%:%:Need a hug 
[0, 0, 1]:%:%:%: how's you ?
[0, 0, 1]:%:%:%:@Tatiana_K nope they didn't have it 
[0, 0, 1]:%:%:%:@twittera que me muera ? 
[0, 0, 1]:%:%:%:spring break in plain city... it's snowing 
[0, 0, 1]:%:%:%:I just re-pierced my ears 
[0, 0, 1]:%:%:%:@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . .
[0, 0, 1]:%:%:%: idk why I did either. you never talk to me anymore 
[0, 0, 1]:%:%:%: zac snyder's just a doucheclown.
[0, 0, 1]:%:%:%:@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!
[0, 0, 1]:%:%:%:Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?
[0, 0, 1]:%:%:%:about to file taxes 
[0, 0, 1]:%:%:%:@LettyA ahh ive always wanted to see rent  love the soundtrack!!
[0, 0, 1]:%:%:%:@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? 
[0, 0, 1]:%:%:%:@alydesigns i was out most of the day so didn't get much done 
[0, 0, 1]:%:%:%: and asked to meet with her at Mid Valley today...but i've no time *sigh* 
[0, 0, 1]:%:%:%:@angry_barista I baked you a cake but I ated it 
[0, 0, 1]:%:%:%:this week is not going as i had hoped 
[0, 0, 1]:%:%:%:blagh class at 8 tomorrow 
[0, 0, 1]:%:%:%:I hate when I have to call and wake people up 
[0, 0, 1]:%:%:%:Just going to cry myself to sleep after watching Marley and Me.  
[0, 0, 1]:%:%:%:im sad now  Miss.Lilly
[0, 0, 1]:%:%:%:ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again 
[0, 0, 1]:%:%:%:Meh... Almost Lover is the exception... this track gets me depressed every time. 
[0, 0, 1]:%:%:%:some1 hacked my account on aim  now i have to make a new one
[0, 0, 1]:%:%:%:@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May though
[0, 0, 1]:%:%:%:thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! 
[0, 0, 1]:%:%:%:@julieebaby awe i love you too!!!! 1 am here  i miss you
[0, 0, 1]:%:%:%:@HumpNinja I cry my asian eyes to sleep at night 
[0, 0, 1]:%:%:%:ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now 
[0, 0, 1]:%:%:%:@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...
[0, 0, 1]:%:%:%:@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge
[0, 0, 1]:%:%:%:@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. 
[0, 0, 1]:%:%:%:Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend 
[0, 0, 1]:%:%:%:really don't feel like getting up today... but got to study to for tomorrows practical exam... 
[0, 0, 1]:%:%:%:He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart 
[0, 0, 1]:%:%:%: sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!
[0, 0, 1]:%:%:%:@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it 
[0, 0, 1]:%:%:%:Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.
[0, 0, 1]:%:%:%:@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... 
[0, 0, 1]:%:%:%: it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?
[0, 0, 1]:%:%:%:Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it 
[0, 0, 1]:%:%:%:is strangely sad about LiLo and SamRo breaking up. 
[0, 0, 1]:%:%:%:@tea oh! i'm so sorry  i didn't think about that before retweeting.
[0, 0, 1]:%:%:%:Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are 
[0, 0, 1]:%:%:%: you're scrolling the feed a lot. 
[0, 0, 1]:%:%:%:our duck and chicken are taking wayyy too long to hatch 
